problem,reference_label,base_model_predicted,base_model_correct,quantized_model_predicted,quantized_model_correct,base_model_time,quantized_model_time
Sentence1: Four other men who were also charged in June have already pleaded guilty . Sentence2: Four of the defendants have pleaded guilty to weapons charges and other counts .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,1.138911247253418,0.46963953971862793
"Sentence1: But its most popular comedy , Friends , is going into its last season . Sentence2: But its most popular comedy , Friends , will sign off after a two-hour finale next May .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5106940269470215,4.416078329086304
"Sentence1: He was arrested Tuesday night at a northwest Atlanta tire shop after a national manhunt . Sentence2: He was arrested in Atlanta , Georgia , on Monday night by police acting on a tip-off .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.510850191116333,0.4727940559387207
Sentence1: NASA satellite images show that Arctic ice has been shrinking at the rate of nearly 10 percent a decade . Sentence2: Researchers found that sea ice in the Arctic is disappearing at a rate of 9 percent each decade .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,1,1,1.264127492904663,4.396783113479614
"Sentence1: The Lockheed Martin-built SIRTF is the last of NASA 's Hubble-class "" Great Observatories . "" Sentence2: SIRTF is the last of NASA 's so-called Great Observatories .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,0.5106515884399414,4.644087553024292
"Sentence1: "" We 're making these commitments first and foremost because we think it 's the right thing to do , "" said Michael Mudd , spokesman for the Northfield-based company . Sentence2: "" We 're making these commitments first and foremost because we think it 's the right thing to do , "" company spokesman Michael Mudd said yesterday .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5131785869598389,0.4752376079559326
"Sentence1: Sgt. Randy Force , a police spokesman , said O 'Brien wasn 't being charged with causing the crash because Reed was jaywalking . Sentence2: Sergeant Randy Force , a police spokesman , said O 'Brien wasn 't being charged with causing the crash because the victim had been jaywalking .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5120358467102051,0.47459864616394043
"Sentence1: I loved the Brazilian music I played . Sentence2: "" I 've played Brazilian music , but I 'm not Brazilian .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.38655614852905273,0.4695749282836914
"Sentence1: The book , scheduled for release next month , is described by Franken as a criticism of right-wing leaders and media spokesmen . Sentence2: The book , scheduled for publication next month , has been described by Franken as a criticism of right wing leaders and media spokespeople .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,0.5122199058532715,3.514723777770996
"Sentence1: Federal investigators are looking for possible connections between the theft of 1,100 pounds of an explosive chemical from construction companies in Colorado and California in the past week . Sentence2: Federal agents said Friday they are investigating the thefts of 1,100 pounds of an explosive chemical from construction companies in Colorado and California in the past week .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5119922161102295,0.4771237373352051
"Sentence1: The affidavit said British customs officials stopped al-Amoudi at Heathrow Airport last month when he was attempting to travel to Damascus , Syria . Sentence2: The affidavit says al-Amoudi was detained Aug. 16 attempting to travel from London to Damascus , Syria .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.6197750568389893,0.47391414642333984
"Sentence1: "" New "" farmers say they have increased the numbers of dogs they keep for "" protection "" but former farmers say the packs are used to hunt depleted wildlife . Sentence2: Farmers say they have increased the numbers of dogs they keep for protection , although some packs are used to hunt depleted wildlife .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,5.69626522064209,0.47421932220458984
Sentence1: Albertson 's and Kroger 's Ralphs stores locked out their workers in response . Sentence2: Kroger 's Ralphs chain and Albertsons immediately locked out their grocery workers in a show of solidarity .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,0,0,0.5111677646636963,0.47312045097351074
Sentence1: The decision means that Qarase must invite up to eight Labor Party members into cabinet . Sentence2: Mr Qarase must now invite up to eight Labour Party members into cabinet .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,0,0,0.5102043151855469,0.47298550605773926
"Sentence1: "" Landing on an aircraft carrier doesn 't make up for the loss of 2.5 million jobs in America , "" said the senator , a much-decorated Vietnam War veteran . Sentence2: "" Landing on an aircraft carrier doesn 't make up for the loss of 2.7 million jobs in America , "" Kerry said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5120849609375,4.925878524780273
"Sentence1: Kevin Rollins , Dell 's president , received $ 770,962 in salary and a bonus of just more than $ 2-million in fiscal 2003 . Sentence2: Dell made $ 950,000 in salary and nearly $ 2.5 million in bonus pay during the fiscal year .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5136849880218506,2.7570900917053223
"Sentence1: As part of his deal , Mr. Delainey has agreed to cooperate in the continuing investigation . Sentence2: Dave Delainey agreed to cooperate with federal prosecutors in exchange for the plea .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,1.2681820392608643,0.473128080368042
Sentence1: The United States accuses Saddam loyalists of attacks on oilfields and pipelines crucial to Iraq 's economic recovery . Sentence2: Loyalists are also believed to be behind attacks on oil pipelines and fields that are crucial to Iraq 's economic recovery .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,1,1,0.5176146030426025,0.5260107517242432
"Sentence1: Mall operators and retailers reported fewer people camping out for early-bird specials on Saturday morning , although many parking lots were crowded by early afternoon . Sentence2: Mall operators and retailers reported fewer shoppers camping out for early-bird specials on Saturday morning , although parking lots were beginning to fill at some East Coast shopping centers .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.2677505016326904,5.314155101776123
"Sentence1: Josephine Burke , who ran the unlicensed daycare , eventually served four months in prison on misdemeanor assault and child neglect charges . Sentence2: Josephine Burke , who ran the illegal day care , served four months in prison on misdemeanor assault and child-neglect charges .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5132029056549072,0.4744412899017334
"Sentence1: Bob Schindler : That 's correct , and the strategy behind that is , we wanted to kind of smoke him out , to see where he was coming from . Sentence2: "" We wanted to kind of smoke him out , to see where he was coming from , "" said Robert Schindler .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,1,0,1,0,0.5115339756011963,0.4741990566253662
"Sentence1: Judge Philpot told Dica : "" There is no evidence of your remorse . Sentence2: A judge branded Mohammed Dica 's behaviour "" despicable "" and added : "" There is no evidence of your remorse . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5117158889770508,3.9365808963775635
"Sentence1: Earlier Friday , Taiwan reported 55 new cases but no new deaths . Sentence2: Yesterday , Taiwan reported 65 new cases , its biggest one-day increase yet .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.3873162269592285,0.4694075584411621
Sentence1: Hedge funds came under renewed scrutiny recently when New York Attorney General Eliot Spitzer unveiled a probe of illegal trading in mutual fund shares . Sentence2: The industry came under renewed scrutiny recently with the launch by New York Attorney General Eliot Spitzer of an investigation of illegal trading in mutual fund shares .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,1.2740654945373535,4.613617420196533
"Sentence1: Operating revenue fell 4.5 percent to $ 2.3 billion from a year earlier . Sentence2: Operating revenues were down about 1 percent to $ 4.55 billion , from $ 4.59 billion .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5121369361877441,0.4729020595550537
"Sentence1: As they wound through police barricades to the funeral home , many chanted "" Celia , Celia "" and sang snippets of her songs . Sentence2: As they wound through police barricades to the funeral home , many chanted "" Celia , Celia . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,1.2672078609466553,3.5506551265716553
"Sentence1: In 2001 , 8.4 per cent of six-year-olds and 15 per cent of 15-year-olds were obese . Sentence2: One in seven 15-year-olds and nearly one in 10 six-year-olds are obese .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,5.705780744552612,0.473893404006958
"Sentence1: Most of the alleged spammers engaged in fraudulent or deceptive practices , said Brad Smith , Microsoft 's senior VP and general counsel . Sentence2: "" Spam knows no borders , "" said Brad Smith , Microsoft 's senior vice-president and general counsel .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,3.866610050201416,0.47429871559143066
"Sentence1: Since December 2002 , Evans has been the vice chair of the U.S. Chief Information Officers Council . Sentence2: Evans is also the vice-chairman of the Federal Chief Information Officers Council .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.2728769779205322,5.270268201828003
"Sentence1: Companies that fall under that definition are subject to much less stringent regulation . Sentence2: Phone companies , which have argued that DSL should be subject to less regulation , had mixed reaction .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,1.142181158065796,3.564314365386963
"Sentence1: Many of the countries affected , like Colombia and Ecuador , are considered critical to the administration 's efforts to bring stability to the Western Hemisphere . Sentence2: Many of the affected countries , such as Colombia and Ecuador , are considered critical to the administration 's efforts to bring stability to this hemisphere .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5125246047973633,1.373246669769287
"Sentence1: The huge bottom-line loss stemmed from a 1.5 billion pound assets writedown , on top of a 3.5 billion first-half charge . Sentence2: The huge bottom line loss stemmed from a 1.5 billion-pound asset writedown , on top of a 3.5 billion first-half charge .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5118222236633301,0.47431182861328125
"Sentence1: Police arrested a "" potential suspect "" Monday in the abduction of a 9-year-old who was found safe after two days , the police chief said . Sentence2: Police have arrested a "" potential suspect "" in the abduction of 9-year-old Jennette Tamayo , San Jose Police Chief William Lansdowne said Monday .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5133275985717773,0.4745619297027588
Sentence1: BOCHK chief executive Liu Jinbao was transferred abruptly to Beijing last month . Sentence2: He was chief executive of BOCHK until he was suddenly recalled to Beijing last month .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,0.386646032333374,5.138494968414307
"Sentence1: In case the company does not turn in the reports before the end of May , it is likely to be delisted , an SFC official said . Sentence2: If the company did not turn in the results before the end of May , it was likely to be delisted , an SFC official said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.2655231952667236,0.4740254878997803
"Sentence1: Watson , of Whitakers , N.C. , was found guilty of making a false threat to detonate explosives , and destruction of federal property . Sentence2: Dwight Watson , 50 , was convicted of making a false threat to detonate explosives and of destroying federal property .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.269181728363037,5.0394885540008545
"Sentence1: "" The gloves are off , "" said UNIFI official Rob O 'Neill . Sentence2: Unifi official Rob O 'Neill said : "" The gloves are off .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,0.386812686920166,0.5825750827789307
Sentence1: It 's one of several negotiating items where Canada appears to have caved in to U.S. demands and accepted less favourable terms . Sentence2: Giving up half the duties is one of several negotiating items where Canada appears to have caved in to U.S. demands and accepted less favourable terms .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,0.5153264999389648,0.473522424697876
"Sentence1: His harsh criticism of PLO chairman Yasser Arafat led to his books being banned for a time by the Palestinian Authority . Sentence2: His harsh criticism of the PLO 's chairman , Yasser Arafat , saw the Palestinian Authority ban his books for a time .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,5.740816593170166,1.5908331871032715
"Sentence1: The 2000 Democratic platform supported "" the full inclusion of gay and lesbian families in the life of the nation . "" Sentence2: The Democrat 's 2000 platform didn 't explicitly support gay marriages but backed "" the full inclusion of gay and lesbian families into the life of the nation . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5117578506469727,0.5921144485473633
"Sentence1: "" We believe we are fully prepared to roll out the [ touch-screen ] machines for the 2004 presidential primary , "" said Gilles W. Burger , State Board of Elections chairman . Sentence2: "" We believe we are fully prepared to roll out the revised Diebold machines , "" said Gilles W. Burger , chairman of the Maryland State Board of Elections .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5157537460327148,0.475940465927124
Sentence1: He has a preliminary hearing Thursday to determine whether he 'll stand trial . Sentence2: The question is whether there will be a hearing to determine if Bryant will stand trial .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,0,0,1,0,1,1.1389570236206055,0.46948719024658203
"Sentence1: "" They were an inspirational couple , selfless and courageous , "" said the Oscar-winning film director . Sentence2: He said : “ They were an inspirational couple , selfless and courageous .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.511023998260498,0.5942785739898682
"Sentence1: WorldCom , brought down by an $ 11 billion accounting scandal , is adopting the name of its MCI long-distance division in a bid to clean up its image . Sentence2: WorldCom , decimated by a massive accounting scandal , is adopting the name of its MCI long-distance division in a bid to clean up its image .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.270035743713379,4.78341817855835
"Sentence1: Launched from the space shuttle Atlantis in 1989 , Galileo will have travelled about 4.6 billion kilometres by the time it hits Jupiter . Sentence2: Launched from space shuttle Atlantis ( news - web sites ) in 1989 , Galileo will have traveled about 2.8 billion miles by the time it hits Jupiter .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5129191875457764,0.4741945266723633
"Sentence1: Following California 's lead , several states and the federal government passed similar or stricter bans . Sentence2: Several states and the federal government later passed similar or more strict bans .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,1,0,1,0,0.3868279457092285,0.4693186283111572
Sentence1: Both papers are being published today in the New England Journal of Medicine . Sentence2: The study appears today in the New England Journal of Medicine .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,0,0,1,1,0,1.1377308368682861,5.050650596618652
"Sentence1: The search was concentrated in northeast Pennsylvania , but state trooper Tom Kelly acknowledged that Selenski could have traveled hundreds of miles by now . Sentence2: The search was concentrated in northeastern Pennsylvania , but State Police Trooper Tom Kelly acknowledged that Selenski could be out of the area .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5200035572052002,5.00400447845459
"Sentence1: The US investment bank said : "" We believe the long-term prospects for the energy sector in the UK remain attractive . "" Sentence2: "" We believe the long-term prospects for the energy sector in the UK remain attractive , "" Goldman said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5160963535308838,0.4762146472930908
"Sentence1: Available in June , Bare Metal Restore 4.6 costs $ 900 per Windows client and $ 1,000 per Unix client for new customers . Sentence2: Bare Metal Restore 4.6 will be available in mid-June , said Veritas , and will cost $ 900 per Windows client and $ 1,000 per Unix client .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.6213958263397217,5.29937481880188
Sentence1: Both Estrada and Honasan have denied any involvement in the failed military rebellion . Sentence2: Mr Estrada has denied any involvement in the plot .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,0,1,0,0,1,1.1387653350830078,1.9247276782989502
"Sentence1: But the country is scrambling to prevent it spreading to the vast countryside where most of its 1.3 billion people live . Sentence2: China is scrambling to stop the disease from spreading to the countryside , where most of its 1.3 billion people live .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.5126361846923828,0.5173664093017578
Sentence1: But labor leaders said it was often difficult for these Americans to join a union because many employers fought organizing efforts . Sentence2: But labor leaders say it is often hard for these people to join a union because many employers aggressively fight organizing efforts .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,0.5116057395935059,0.4727783203125
"Sentence1: Australia 's view on Zimbabwe "" will not be changing , irrespective of the views of other countries , "" he said . Sentence2: Before the commitee was formed , Mr Howard was defiant , saying Australia 's view on Zimbabwe "" will not be changing , irrespective of the views of other countries "" .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5119941234588623,4.929328441619873
Sentence1: The Democratic primary results have a margin of error of plus or minus 6.1 percentage points . Sentence2: The Democratic sample has an error margin of plus or minus 6.1 percent .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,1.6995728015899658,4.45306658744812
Sentence1: Advertising revenue at the FT newspaper was down 18 percent in the first half and circulation was down 5 percent . Sentence2: Advertising revenue at the Financial Times was down about 18 percent in the first half and recent months have seen little improvement .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,0,0,1,0,1,0.511723518371582,0.4727330207824707
"Sentence1: "" We disagree with the judge 's decision on notice for Engine Company 261 , "" said a statement by Michael A. Cardozo , the city 's corporation counsel . Sentence2: He added that : "" We disagree with the judge 's decision on notice for Engine Company 261 . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5132970809936523,3.934544324874878
"Sentence1: Samuel Waksal , ImClone 's former CEO , recently began serving a prison sentence of more than seven years for securities fraud . Sentence2: Waksal , who pleaded guilty to securities fraud charges , recently began serving a prison sentence of more than seven years .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,1.2660424709320068,1.213590145111084
"Sentence1: Scotland Yard said the three were charged under the Anti-Terrorism , Crime and Security Act 2001 , with alleged failure to disclose information about acts of terrorism . Sentence2: Scotland Yard said in a statement it had charged a 46-year-old man and two women aged 27 and 35 with failing to disclose information about acts of terrorism .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,1.2682783603668213,0.47506046295166016
"Sentence1: In Virginia , Mr. Kilgore , a Republican , accused the court of undermining "" Virginia 's right to pass legislation that reflects the views and values of our citizens . "" Sentence2: The Virginia attorney-general , Jerry Kilgore , accused the Supreme Court of undermining "" Virginia 's right to pass legislation that reflects the views and values of our citizens "" .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,0.513535737991333,4.4189488887786865
"Sentence1: The deal will combine Adobe 's Form Server , Form Designer and Reader products with IBM 's DB2 Content Manager and DB2 CommonStore products . Sentence2: Big Blue will integrate Adobe 's Form Server , Form Designer and Reader products with its DB2 Content Manager and DB2 CommonStore products designed for businesses .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5125443935394287,4.398076295852661
Sentence1: The research is set to change how the public and doctors check for melanomas . Sentence2: Now research by Melbourne 's Alfred Hospital will change how the public and doctors check for melanomas .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,1,1,0.5109586715698242,4.393138647079468
"Sentence1: Spider-Man snatched $ 114.7 million in its debut last year and went on to capture $ 403.7 million . Sentence2: Spider-Man , rated PG-13 , snatched $ 114.7 million in its first weekend and went on to take in $ 403.7 million .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5115492343902588,0.47409939765930176
"Sentence1: In Las Vegas , agents entered two clubs — Cheetah 's and Jaguars — along with Galardi Enterprises , an office atop a bar and pool hall in downtown Las Vegas . Sentence2: In Las Vegas , federal agents stormed two clubs - Cheetah 's and Jaguars - along with Galardi Enterprises , an office atop a bar in downtown .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,0.5129339694976807,0.4734072685241699
"Sentence1: The announcements were made at the International Broadcasting Convention ( IBC ) in Amsterdam . Sentence2: The submission was on Monday , but the announcement was made Friday at the International Broadcasting Convention in Amsterdam .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,1,0,0,1,0.5104048252105713,0.4719231128692627
"Sentence1: Because of the holiday period , the agency will not release data from the period since Dec. 27 until today . Sentence2: Because of the holidays , CDC is not releasing data from the period since Dec. 27 until today .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5120718479156494,0.4728353023529053
"Sentence1: IBM said it believes that the investigation arose from a separate SEC investigation of a customer of IBM 's Retail Store Solutions unit , which markets and sells point-of-sale products . Sentence2: The company added : "" IBM believes that the investigation arises from a separate investigation by the SEC of a customer of IBM 's Retail Store Solutions unit .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5117144584655762,4.395875930786133
"Sentence1: "" I think the financial diplomacy here of the sort that we are engaged in is the surest course to get the result we want . "" Sentence2: "" The financial diplomacy we 're engaged in is the surest course to get what we want , "" Mr. Snow said .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5128839015960693,0.4738309383392334
"Sentence1: "" No , what I do is I answer questions as to whether or not the help that is available is being delivered , "" Bush said . Sentence2: "" Now I want to know whether or not the help that is available is being expedited and made available .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.2659404277801514,0.47304296493530273
"Sentence1: Perry has since called two special legislative sessions to try force the redistricting plan through . Sentence2: Since then , Texas Gov. Rick Perry has called two special sessions trying to push the measure through .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,0.5107905864715576,0.4730401039123535
"Sentence1: The technology-laced Nasdaq Composite Index .IXIC lost 4.95 points , or 0.33 percent , at 1,486.14 . Sentence2: The more broadly based Nasdaq Telecommunications Index rose 0.7 percent .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,5.692976236343384,0.4728355407714844
"Sentence1: "" The difference is just something called the tuner , which is a very small piece of equipment . "" Sentence2: The only difference is a tuner , a small piece of electronics . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,1,1,0.5107495784759521,0.47649407386779785
"Sentence1: When the butterflies were exposed to constant light , they flew directly towards the sun , presumably because they no longer had any sense of time . Sentence2: And when butterflies were exposed to constant light , they flew directly toward the sun , apparently having lost their sense of time .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5126402378082275,4.650100469589233
"Sentence1: They said he organized a network of associates operating in as many as a dozen states . Sentence2: Agents described Carlow , 50 , as a "" major player ' ' who organized a network of associates operating in as many as a dozen states .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,5.690867900848389,2.022897481918335
"Sentence1: In addition , David Jones will pay him $ 10 million to take over the Foodchain leases . Sentence2: DJs will pay homewares and furniture group Freedom $ 10 million to take over the Foodchain store leases .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5118625164031982,0.4727339744567871
"Sentence1: Indeed , Mr. Weill , a self-described workaholic , said he planned to remain very involved in the company . Sentence2: Still , Mr. Weill will remain very much a power at the company .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,1.2640728950500488,4.38005805015564
"Sentence1: Tisha Kresler , a spokeswoman for Global Crossing , declined to comment . Sentence2: A Global Crossing representative had no immediate comment .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.38663482666015625,4.376748323440552
"Sentence1: The agreement between architect Daniel Libeskind and representatives of developer Larry Silverstein gives architect David Childs the lead role in developing the "" Freedom Tower . "" Sentence2: The collaboration gives architect David Childs , who has done extensive work with Silverstein , the lead role in developing the tower , which is to be the world 's tallest .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.5125112533569336,4.382259845733643
Sentence1: O 'Keefe declined to discuss whether such photos from spy satellites might have been able to detect the small crack in the wing . Sentence2: O 'Keefe declined to discuss whether such photos would have enough resolution to detect small cracks in the wing panels .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,1,1,0,0,0.512169361114502,0.47330760955810547
"Sentence1: Residents forced out of their homes on Sunday returned Monday , many to floods in their basements or lower floors . Sentence2: Residents of 220 homes forced out of their houses Sunday returned Monday , many to flooded basements or lower floors .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5117244720458984,0.4728717803955078
"Sentence1: Initial reports indicated the shots had been fired from inside a mosque . Sentence2: According to Central Command 's initial reports , the attackers fired from a mosque in the city .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.1387531757354736,0.46889162063598633
"Sentence1: Last week , the executive committee of the Board of Trustees issued a no-confidence vote in Goldin . Sentence2: But last week the executive committee of the board of trustees gave him a vote of no confidence .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,1,1,1.2635295391082764,0.5267422199249268
"Sentence1: Mahmud controlled access to Saddam for everyone but immediate family members , Pentagon officials said . Sentence2: Mahmud controlled access to Saddam and was frequently at his side .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,0.3901946544647217,4.385575771331787
"Sentence1: Manfred Bischoff , EADS co-chairman and also a member of the management board of DaimlerChrysler , said both EPI and Pratt & Whitney had presented "" excellent proposals . Sentence2: Manfred Bischoff , EADS co-chairman and a member of DaimlerChrysler 's management board , said EPI and P & W had presented "" excellent proposals .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,1,1,0,0,0.5170140266418457,5.376890420913696
"Sentence1: The TAAD and SAR-x chips are priced from $ 125 to $ 300 in quantities of 10,000 . Sentence2: The products are priced at $ 575 and $ 295 in quantities of 10,000 .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5132014751434326,0.47358250617980957
Sentence1: The findings are being published today in the Annals of Internal Medicine . Sentence2: The findings are published in the July 1st issue of the Annals of Internal Medicine .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.,1,0,0,0,0,1.1396183967590332,4.4300315380096436
"Sentence1: The Standard & Poor 's 500 Index shed 5.20 , or 0.6 percent , to 924.42 as of 9 : 33 a.m. in New York . Sentence2: The broader Standard & Poor 's 500 Index .SPX edged down 9 points , or 0.98 percent , to 921 .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,5.737405776977539,5.029576539993286
"Sentence1: D 'Cunha said , from a science standpoint , Toronto 's last case was April 19 , so the all-clear day was actually yesterday . Sentence2: He said , from a science standpoint , the city 's last case was April 19 , so the all clear day was actually yesterday .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,1.2698619365692139,3.132178544998169
"Sentence1: Mike Austreng , editor of the weekly Cold Spring Record , said he saw one wounded student taken from the school by helicopter . Sentence2: Mike Austreng , the editor of the weekly Cold Spring Record , said he saw one wounded person airlifted from the school and another taken away by ambulance .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",0,0,1,0,1,1.2710916996002197,0.4742567539215088
"Sentence1: They describe themselves as "" lifelong non-smokers whose primary interest is an accurate determination of the health effects of tobacco "" . Sentence2: The journal says : "" Both are lifelong non-smokers whose primary interest is an accurate determination of the health effects of tobacco . "". Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.5120563507080078,0.5908362865447998
"Sentence1: A photograph of the doctor 's son , Ariel , holding the guitar appeared in the National Enquirer two weeks after Harrison 's death . Sentence2: A picture of the doctor 's son holding the guitar appeared in the National Enquirer just two weeks after George died .. Answer only 'Yes' or 'No' based on whether the two sentences have the same meaning.",1,0,0,0,0,0.51419997215271,0.47411465644836426
